order_id,order_item_id,product_id,item_created_at,item_status,sale_price,cost,category,department,brand,product_name,order_status,order_created_at,shipped_at,delivered_at,user_id,gender,country,state,city
117152,170198,4032,2023-01-16 11:24:59+00:00,Shipped,49.9900016784668,23.945210725025238,Dresses,Women,Hot from Hollywood,Sexy Strapless Satin Tube Pleated Cocktail Party Evening Mini Dress,Shipped,2023-01-14 11:28:00+00:00,2023-01-16 08:38:00+00:00,,93675,F,France,Auvergne-Rhône-Alpes,Rillieux-la-Pape
91404,132827,5559,2023-01-17 05:33:30+00:00,Processing,34.9900016784668,18.054840827505885,Pants & Capris,Women,MANGO,Mango Women's Pleated Tapered Trousers - Covi,Processing,2023-01-17 06:39:00+00:00,,,72953,F,France,Hauts-de-France,Essômes-sur-Marne
117152,170199,4073,2023-01-17 08:54:23+00:00,Shipped,13.199999809265137,7.523999870628119,Jumpsuits & Rompers,Women,Brave Soul,Brave Soul Ladies/Womens Stripe Pattern Summer Play Suit,Shipped,2023-01-14 11:28:00+00:00,2023-01-16 08:38:00+00:00,,93675,F,France,Auvergne-Rhône-Alpes,Rillieux-la-Pape
8617,12436,3949,2023-01-17 10:04:45+00:00,Processing,155.0,70.21499988855794,Dresses,Women,Sam & Lavi,Sam & Lavi Women's Scarlett Lace Dress,Processing,2023-01-17 11:29:00+00:00,,,7028,F,France,Centre-Val de Loire,Gien
117152,170200,43,2023-01-17 11:13:32+00:00,Shipped,44.0,26.26799996197224,Tops & Tees,Women,Seven7,Seven7 Women's Shirt Tail Dolman Top,Shipped,2023-01-14 11:28:00+00:00,2023-01-16 08:38:00+00:00,,93675,F,France,Auvergne-Rhône-Alpes,Rillieux-la-Pape
3676,5249,5126,2023-01-17 11:29:00+00:00,Complete,62.36000061035156,34.60980032016039,Pants & Capris,Women,Carhartt,Carhartt Women's Easy Fit Sandstone Double Front Carpenter Pant,Complete,2023-01-15 12:38:00+00:00,2023-01-15 12:47:00+00:00,2023-01-20 07:21:00+00:00,3025,F,France,Nouvelle-Aquitaine,Saintes
122373,177782,10257,2023-01-17 11:33:04+00:00,Processing,12.949999809265137,7.8217999065535135,Sleep & Lounge,Women,Moontree,MoonTree Women Cami and Boy Short Set in 3 Different Color Options,Processing,2023-01-13 12:56:00+00:00,,,97832,F,France,Normandie,Honfleur
34377,49902,7674,2023-01-18 06:11:07+00:00,Processing,53.180000305175774,19.30434020428717,Blazers & Jackets,Women,Rafaella,Rafaella Lace Fashion Jacket,Processing,2023-01-18 07:24:00+00:00,,,27602,F,France,Occitanie,Béziers
76786,111522,888,2023-01-18 14:24:09+00:00,Cancelled,37.9900016784668,18.65309083884567,Sweaters,Women,SZ,SZ Aztec Oversized Lapel Cape Long Sleeved Asymmetric Loose Fringe Tassels Sweater,Cancelled,2023-01-18 17:46:00+00:00,,,61468,F,France,Occitanie,Lézignan-Corbières
36161,52467,165,2023-01-19 04:07:19+00:00,Cancelled,12.130000114440918,7.302260045757293,Tops & Tees,Women,Allegra K,Allegra K Ladies Beige Scoop Neck Half Sleeves Lace Shirt M w Tank Top,Cancelled,2023-01-19 04:56:00+00:00,,,29064,F,France,Île-de-France,Créteil
90531,131541,1096,2023-01-21 16:53:53+00:00,Shipped,59.5,26.12049995921552,Sweaters,Women,Calvin Klein Jeans,Calvin Klein Jeans Women's Chunky Marled Cotton Sweater,Shipped,2023-01-21 18:45:00+00:00,2023-01-24 05:52:00+00:00,,72255,F,France,Île-de-France,Paris
93604,136013,12689,2023-01-22 02:55:45+00:00,Complete,3.670000076293945,1.937760037473645,Intimates,Women,Allegra K,Allegra K 5 Pcs Thistle Bra Extender Removable 3x3 Hooks Strap,Complete,2023-01-22 05:22:00+00:00,2023-01-23 10:00:00+00:00,2023-01-26 21:18:00+00:00,74732,F,France,Normandie,Louviers
94026,136632,12437,2023-01-22 14:53:18+00:00,Processing,8.949999809265137,4.985149894027412,Intimates,Women,Morris Costumes,Thi Hi Fishnet Lace Ups,Processing,2023-01-22 16:35:00+00:00,,,75084,F,France,Auvergne-Rhône-Alpes,Thonon-les-Bains
63575,92349,13963,2023-01-23 11:03:22+00:00,Cancelled,182.0,76.62199967727065,Accessories,Women,Ray-Ban,Ray Ban RB3479 Folding Aviator Sunglasses - 001 Arista (G-15XLT Lens) - 58mm,Cancelled,2023-01-21 12:12:00+00:00,,,50903,F,France,Auvergne-Rhône-Alpes,Vienne
62411,90644,3096,2023-01-24 02:52:35+00:00,Shipped,19.950000762939453,7.780500346597286,Active,Women,Speedo,Speedo Women's Team Collection Lochte Jersey Tee,Shipped,2023-01-24 04:53:00+00:00,2023-01-26 19:57:00+00:00,,49994,F,France,Hauts-de-France,Laon
63575,92347,4313,2023-01-24 10:25:19+00:00,Cancelled,47.9900016784668,25.33872083831832,Jeans,Women,Levi's,Levi's Women's 512 Plus-Size Skinny Jean,Cancelled,2023-01-21 12:12:00+00:00,,,50903,F,France,Auvergne-Rhône-Alpes,Vienne
11086,15999,1283,2023-01-25 00:18:54+00:00,Complete,14.899999618530272,6.615599818748981,Sweaters,Women,FineBrandShop,Black Ladies Cowl Neck Draped Sweater Dolman Sleeves,Complete,2023-01-24 02:39:00+00:00,2023-01-26 16:57:00+00:00,2023-01-28 14:18:00+00:00,8979,F,France,Pays de la Loire,Segré-en-Anjou Bleu
63575,92346,1859,2023-01-25 09:25:14+00:00,Cancelled,19.989999771118164,8.455769948757737,Fashion Hoodies & Sweatshirts,Women,Nittany Outlet,Nittany Lions Football Hooded Sweatshirt,Cancelled,2023-01-21 12:12:00+00:00,,,50903,F,France,Auvergne-Rhône-Alpes,Vienne
63575,92348,15901,2023-01-25 12:29:36+00:00,Cancelled,18.989999771118164,8.963279875555337,Plus,Women,Fennco,Fennco Ruffle Cotton Long Scarf - 8 Colors,Cancelled,2023-01-21 12:12:00+00:00,,,50903,F,France,Auvergne-Rhône-Alpes,Vienne
11086,15997,4198,2023-01-25 23:03:06+00:00,Complete,32.790000915527344,17.313120458296147,Jumpsuits & Rompers,Women,Volcom,Volcom Juniors Trailblazer Playful Halter Jumper,Complete,2023-01-24 02:39:00+00:00,2023-01-26 16:57:00+00:00,2023-01-28 14:18:00+00:00,8979,F,France,Pays de la Loire,Segré-en-Anjou Bleu
109862,159535,10586,2023-01-25 23:16:31+00:00,Processing,17.75,10.11749997222796,Intimates,Women,Barely There,Barely There Microfiber Crop Top Bra,Processing,2023-01-26 00:31:00+00:00,,,87815,F,France,Provence-Alpes-Côte d'Azur,Mandelieu-la-Napoule
73793,107166,12171,2023-01-27 06:14:45+00:00,Returned,24.0,13.368000000715256,Intimates,Women,VIVILLI,VIVILLI Sexy Lace Babydoll Set-White,Returned,2023-01-27 09:08:00+00:00,2023-01-29 13:01:00+00:00,2023-01-31 00:33:00+00:00,59066,F,France,Île-de-France,Suresnes
11086,15998,14901,2023-01-27 23:33:15+00:00,Complete,24.989999771118164,11.870249928519128,Maternity,Women,Hot from Hollywood,Sports Bra Design Front Panel Adjustable Back Hook Clasp Maternity Nursing Bra,Complete,2023-01-24 02:39:00+00:00,2023-01-26 16:57:00+00:00,2023-01-28 14:18:00+00:00,8979,F,France,Pays de la Loire,Segré-en-Anjou Bleu
119395,173461,8924,2023-01-28 03:16:37+00:00,Shipped,13.0,4.796999987214804,Socks & Hosiery,Women,Ozone,Ozone Women's Mona Linen Socks,Shipped,2023-01-28 06:22:00+00:00,2023-01-29 01:49:00+00:00,,95438,F,France,Île-de-France,Bagneux
18733,27097,14248,2023-01-28 10:51:14+00:00,Complete,3.5,1.4244999955408275,Accessories,Women,Greatlookz,Classic and Regal Initial Embroidered Cotton Handkerchief,Complete,2023-01-28 11:09:00+00:00,2023-01-29 20:08:00+00:00,2023-02-02 05:10:00+00:00,15097,F,France,Hauts-de-France,Lille
109339,158764,984,2023-01-29 04:06:29+00:00,Processing,13.970000267028809,6.8872101416373255,Sweaters,Women,Samanthas Style Shoppe,Collections Etc - Zip- Front Knit Vest W/ Stand Collar,Processing,2023-01-28 04:35:00+00:00,,,87378,F,France,Auvergne-Rhône-Alpes,Saint-Symphorien-d'Ozon
77035,111891,5314,2023-01-29 07:47:39+00:00,Shipped,42.9900016784668,23.730480892561825,Pants & Capris,Women,LOTUSTRADERS,BLACK PANTS HAREM WIDE LEG HIPPY BOHO - FITS (ONE SIZE) - L XL 1X 2X - W370 - LOTUSTRADERS,Shipped,2023-01-29 09:57:00+00:00,2023-01-30 12:03:00+00:00,,61654,F,France,Occitanie,Castres
109339,158763,199,2023-01-30 02:50:02+00:00,Processing,12.93000030517578,7.809720163902939,Tops & Tees,Women,Allegra K,Allegra K Woman Boat Neck Rabbit Decor Hollow Laced Shoulder Light Pink Shirt M,Processing,2023-01-28 04:35:00+00:00,,,87378,F,France,Auvergne-Rhône-Alpes,Saint-Symphorien-d'Ozon
73793,107165,4900,2023-01-30 08:09:01+00:00,Returned,25.0,14.599999971687794,Jeans,Women,David Kahn,David Kahn Women's Nikki Curvy Ankle Length Jean,Returned,2023-01-27 09:08:00+00:00,2023-01-29 13:01:00+00:00,2023-01-31 00:33:00+00:00,59066,F,France,Île-de-France,Suresnes
6931,9972,3998,2023-01-30 09:31:46+00:00,Shipped,284.0,122.97199952602386,Dresses,Women,Velvet,Velvet Women's Farah Allover Sequin Dress,Shipped,2023-01-30 10:37:00+00:00,2023-01-31 09:22:00+00:00,,5702,F,France,Provence-Alpes-Côte d'Azur,Mazaugues
109339,158765,9577,2023-01-31 01:17:05+00:00,Processing,25.0,14.7000000346452,Sleep & Lounge,Women,Cinema Etoile,Cinema Etoile Women's Mix N' Match Three Piece Pajama Set,Processing,2023-01-28 04:35:00+00:00,,,87378,F,France,Auvergne-Rhône-Alpes,Saint-Symphorien-d'Ozon
35584,51647,2046,2023-01-31 07:53:34+00:00,Cancelled,16.75,8.140500023961067,Fashion Hoodies & Sweatshirts,Women,FineBrandShop,Black Ladies Fleece Hoodie Zipper Jacket,Cancelled,2023-01-31 08:06:00+00:00,,,28597,F,France,Hauts-de-France,Arras
63960,92913,7886,2023-01-31 11:26:31+00:00,Returned,10.899999618530272,3.6296999197483046,Blazers & Jackets,Women,Allegra K,Allegra K Ladies Front Opening Medium Sleeve Lace Patchwork Blazer White XS,Returned,2023-01-31 11:17:00+00:00,2023-02-03 04:10:00+00:00,2023-02-06 00:00:00+00:00,51207,F,France,Nouvelle-Aquitaine,Saint-Martin-de-Seignanx
72013,104572,7669,2023-02-01 12:30:20+00:00,Shipped,40.619998931884766,13.770179700858591,Blazers & Jackets,Women,Alfred Dunner,Alfred Dunner Women's Crushed Texture Jacket,Shipped,2023-01-29 14:43:00+00:00,2023-01-31 06:16:00+00:00,,57659,F,France,Nouvelle-Aquitaine,Limoges
33123,48067,2502,2023-02-01 16:42:22+00:00,Complete,12.989999771118164,5.89745994331777,Active,Women,Fox River Socks,Fox River Military Wick Dry Maximum Mid Calf Boot Sock,Complete,2023-02-01 16:46:00+00:00,2023-02-02 05:45:00+00:00,2023-02-05 00:28:00+00:00,26592,F,France,Bretagne,Quimper
3073,4391,2031,2023-02-02 09:22:07+00:00,Cancelled,59.5,27.310500043444332,Fashion Hoodies & Sweatshirts,Women,Fox,Fox Womens Juniors Reflect Hoody Sweater,Cancelled,2023-02-02 10:58:00+00:00,,,2536,F,France,Hauts-de-France,Amiens
72013,104573,14789,2023-02-02 12:27:55+00:00,Shipped,39.97999954223633,16.31183980608344,Maternity,Women,Motherhood Maternity,Motherhood Maternity: Petite Secret Fit Belly(r) Super Stretch Boot Cut Maternity Jeans,Shipped,2023-01-29 14:43:00+00:00,2023-01-31 06:16:00+00:00,,57659,F,France,Nouvelle-Aquitaine,Limoges
31059,45052,15185,2023-02-02 15:24:48+00:00,Processing,54.9900016784668,24.855480838150235,Maternity,Women,Baby Be Mine,Baby Be Mine Maternity/Nursing Nightgown Black,Processing,2023-02-02 16:12:00+00:00,,,24946,F,France,Centre-Val de Loire,Hanches
96034,139471,255,2023-02-03 05:37:27+00:00,Shipped,9.989999771118164,5.344649860429019,Tops & Tees,Women,TIE-DYES,Tie-Dyes Junior Sublimation-Dyed Crewneck T-Shirt. 1455,Shipped,2023-02-02 08:06:00+00:00,2023-02-04 23:45:00+00:00,,76698,F,France,Auvergne-Rhône-Alpes,Glières-Val-de-Borne
77882,113141,11583,2023-02-03 08:48:25+00:00,Shipped,58.0,32.53799993172288,Intimates,Women,Merry Modes,Southern Belle Bridal Hoop Skirt Wedding Slip,Shipped,2023-02-03 11:43:00+00:00,2023-02-04 21:53:00+00:00,,62322,F,France,Nouvelle-Aquitaine,Arsac
96034,139470,928,2023-02-05 04:22:24+00:00,Shipped,53.0,21.570999883115288,Sweaters,Women,525 America,525 America Women's Deep V-Neck Sweater,Shipped,2023-02-02 08:06:00+00:00,2023-02-04 23:45:00+00:00,,76698,F,France,Auvergne-Rhône-Alpes,Glières-Val-de-Borne
1079,1555,4209,2023-02-06 01:45:14+00:00,Processing,102.86000061035156,49.475660356421166,Jumpsuits & Rompers,Women,Twelfth Street by Cynthia Vincent,Twelfth Street by Cynthia Vincent Women's Strapless Romper,Processing,2023-02-05 02:25:00+00:00,,,883,F,France,Hauts-de-France,Bulles
1079,1552,9026,2023-02-07 01:10:58+00:00,Processing,6.989999771118164,3.103559886294008,Socks & Hosiery,Women,Hot Topic,Black And White Cushioned Knee-High Crew Socks,Processing,2023-02-05 02:25:00+00:00,,,883,F,France,Hauts-de-France,Bulles
1079,1554,5925,2023-02-08 02:40:50+00:00,Processing,10.529999732971191,6.0652798596856,Leggings,Women,Allegra K,Allegra K Ladies Elastic Waist Cartoon Cats Pattern Casual Leggings Army Blue XS,Processing,2023-02-05 02:25:00+00:00,,,883,F,France,Hauts-de-France,Bulles
1079,1553,10951,2023-02-08 23:51:51+00:00,Processing,16.0,8.495999990031123,Intimates,Women,American Apparel,American Apparel Stretch Floral Lace Low Slung Panty,Processing,2023-02-05 02:25:00+00:00,,,883,F,France,Hauts-de-France,Bulles
3432,4906,14925,2023-02-09 09:38:55+00:00,Shipped,48.0,21.072000062093135,Maternity,Women,Momo Maternity,Momo Maternity Women's 'Julia' Modal Scoop Neck Tee in Black or Orchid,Shipped,2023-02-09 10:40:00+00:00,2023-02-11 07:48:00+00:00,,2835,F,France,Occitanie,Avignonet-Lauragais
83383,121109,5304,2023-02-11 03:03:17+00:00,Complete,24.989999771118164,13.094759862005487,Pants & Capris,Women,Woman Within,Woman Within Plus Size Petite pants with wide-leg in stretch cotton jersey,Complete,2023-02-09 06:22:00+00:00,2023-02-11 11:11:00+00:00,2023-02-12 17:16:00+00:00,66642,F,France,Hauts-de-France,Noyon
83383,121110,6515,2023-02-12 05:26:53+00:00,Complete,36.290000915527344,16.584530365401207,Shorts,Women,!it Jeans,!iT Jeans Women's Bureau Trouser Denim Short,Complete,2023-02-09 06:22:00+00:00,2023-02-11 11:11:00+00:00,2023-02-12 17:16:00+00:00,66642,F,France,Hauts-de-France,Noyon
107327,155860,1750,2023-02-12 06:08:46+00:00,Complete,34.45000076293945,14.916850337026268,Fashion Hoodies & Sweatshirts,Women,Charles River Apparel,Charles River Apparel WomenÃ•s Sherpa Hooded Sweatshirt,Complete,2023-02-10 09:32:00+00:00,2023-02-12 06:15:00+00:00,2023-02-15 07:41:00+00:00,85809,F,France,Île-de-France,Paris
107692,156404,384,2023-02-12 07:38:21+00:00,Processing,9.539999961853027,5.790779948697686,Tops & Tees,Women,Allegra K,Allegra K Portrait Print Scoop Neck Short Sleeve Tunic Shirt for Ladies,Processing,2023-02-09 07:34:00+00:00,,,86087,F,France,Nouvelle-Aquitaine,Bordeaux
3050,4361,9108,2023-02-12 14:14:24+00:00,Processing,13.659999847412108,6.106019889454841,Socks & Hosiery,Women,FoxRiver,Fox River Women's Walking Quarter Crew Sock,Processing,2023-02-12 17:21:00+00:00,,,2518,F,France,Hauts-de-France,Roubaix
107692,156405,2109,2023-02-13 04:07:26+00:00,Processing,79.98999786376953,34.47568906855717,Fashion Hoodies & Sweatshirts,Women,Juicy Couture,Juicy Couture Heather Prestige Velour Zip Solid Hoodie,Processing,2023-02-09 07:34:00+00:00,,,86087,F,France,Nouvelle-Aquitaine,Bordeaux
3050,4360,7512,2023-02-13 13:36:52+00:00,Processing,25.07999992370605,9.856440044013262,Blazers & Jackets,Women,Allegra K,Allegra K Ladies Long Sleeves Two Hook Eye Fashional Blazer Black XS,Processing,2023-02-12 17:21:00+00:00,,,2518,F,France,Hauts-de-France,Roubaix
57042,82945,11747,2023-02-13 17:16:49+00:00,Returned,39.0,19.30499996803701,Intimates,Women,Ulla Popken,Ulla Popken Plus Size Must-have Sleek Tank,Returned,2023-02-13 18:03:00+00:00,2023-02-15 09:29:00+00:00,2023-02-15 21:15:00+00:00,45672,F,France,Île-de-France,Chevilly-Larue
107327,155861,5172,2023-02-14 06:43:32+00:00,Complete,36.9900016784668,20.75139089807555,Pants & Capris,Women,Levi's,Levi's Women's 515 Capri With Belt,Complete,2023-02-10 09:32:00+00:00,2023-02-12 06:15:00+00:00,2023-02-15 07:41:00+00:00,85809,F,France,Île-de-France,Paris
83089,120694,4201,2023-02-14 12:38:05+00:00,Cancelled,64.5199966430664,36.00215813932955,Jumpsuits & Rompers,Women,Kensie,Kensie Womens One Shoulder Romper Dress,Cancelled,2023-02-14 13:57:00+00:00,,,66388,F,France,Auvergne-Rhône-Alpes,Oyonnax
83322,121028,12214,2023-02-15 17:43:30+00:00,Cancelled,19.989999771118164,10.294849875423685,Intimates,Women,Spree,2 Piece Set: Cheetah Animal Print Pink or Purple Removable Strap Bra and Panty Set,Cancelled,2023-02-14 17:53:00+00:00,,,66594,F,France,Île-de-France,Vauréal
30437,44191,14724,2023-02-16 00:26:35+00:00,Returned,34.97999954223633,13.817099803546071,Maternity,Women,Motherhood Maternity,Motherhood Maternity: Spaghetti Strap V-neck Relaxed Fit Maternity Pajama Set,Returned,2023-02-14 04:16:00+00:00,2023-02-16 01:03:00+00:00,2023-02-18 03:14:00+00:00,24426,F,France,Île-de-France,Gagny
83322,121027,2901,2023-02-16 13:59:17+00:00,Cancelled,36.93999862670898,15.699499478276817,Active,Women,Tommy Hilfiger,Tommy Hilfiger Women's Versatile Zip Front Fleece Jacket,Cancelled,2023-02-14 17:53:00+00:00,,,66594,F,France,Île-de-France,Vauréal
57042,82944,7648,2023-02-17 16:10:39+00:00,Returned,26.690000534057617,10.248960281737112,Blazers & Jackets,Women,Allegra K,Allegra K Ladies Peaked Lapel Single Breasted Autumn Blazer Coat Army Green S,Returned,2023-02-13 18:03:00+00:00,2023-02-15 09:29:00+00:00,2023-02-15 21:15:00+00:00,45672,F,France,Île-de-France,Chevilly-Larue
30437,44192,13716,2023-02-18 02:31:12+00:00,Returned,19.0,8.43599996715784,Accessories,Women,Sealed with a Kiss Designs Plus Size,Sealed With A Kiss Designs Plus Size Sasha Belt,Returned,2023-02-14 04:16:00+00:00,2023-02-16 01:03:00+00:00,2023-02-18 03:14:00+00:00,24426,F,France,Île-de-France,Gagny
30588,44402,655,2023-02-19 11:34:34+00:00,Complete,11.670000076293944,6.546870027704509,Tops & Tees,Women,Allegra K,Allegra K Ladies Scoop Neck Lace Sheer Loose Shirt w Tank Top Beige XS,Complete,2023-02-18 13:37:00+00:00,2023-02-20 01:01:00+00:00,2023-02-24 22:54:00+00:00,24552,F,France,Provence-Alpes-Côte d'Azur,Salon-de-Provence
94025,136631,12041,2023-02-19 16:07:17+00:00,Complete,51.0,28.66200004331768,Intimates,Women,What Katie Did,What Katie Did Harlow Vintage Peach Deep Suspender Belt L2017,Complete,2023-02-19 16:35:00+00:00,2023-02-22 08:48:00+00:00,2023-02-24 17:41:00+00:00,75084,F,France,Auvergne-Rhône-Alpes,Thonon-les-Bains
108446,157500,8750,2023-02-20 08:18:14+00:00,Processing,26.770000457763672,10.788310207615195,Outerwear & Coats,Women,Devon & Jones,Devon & Jones Women's Peruvian Pima Interlock Full-Zip Jacket DG940W,Processing,2023-02-20 09:31:00+00:00,,,86690,F,France,Normandie,Treis-Sants-en-Ouche
120399,174931,4475,2023-02-20 08:22:25+00:00,Cancelled,198.0,106.9199998229742,Jeans,Women,7 For All Mankind,7 For All Mankind Women's KaylieBootcut,Cancelled,2023-02-20 12:13:00+00:00,,,96255,F,France,Île-de-France,Nanterre
3065,4382,3904,2023-02-20 09:26:39+00:00,Processing,78.0,31.434000067412853,Dresses,Women,French Connection,French Connection Women's Susu Stripe Boatneck Dress,Processing,2023-02-20 09:49:00+00:00,,,2529,F,France,Centre-Val de Loire,Joué-lès-Tours
3065,4381,4047,2023-02-21 06:48:07+00:00,Processing,448.0,216.38399958610532,Dresses,Women,BCBGMAXAZRIA,BCBGMAXAZRIA Women's Morris Knit Sportswear Dress,Processing,2023-02-20 09:49:00+00:00,,,2529,F,France,Centre-Val de Loire,Joué-lès-Tours
84372,122577,4347,2023-02-21 07:53:58+00:00,Processing,121.0,68.8489997908473,Jeans,Women,Rich & Skinny,Rich & Skinny Women's Legacy Colored Denim Jean,Processing,2023-02-21 11:22:00+00:00,,,67406,F,France,Auvergne-Rhône-Alpes,Cournon-d'Auvergne
3065,4380,938,2023-02-22 09:35:41+00:00,Processing,49.9900016784668,22.74545072087012,Sweaters,Women,Tommy Hilfiger,Tommy Hilfiger Womens Cable Knit Cardigan Sweater,Processing,2023-02-20 09:49:00+00:00,,,2529,F,France,Centre-Val de Loire,Joué-lès-Tours
30588,44403,13168,2023-02-22 13:18:42+00:00,Complete,47.75,20.246000094455667,Swim,Women,Girls4Sport,Full Short,Complete,2023-02-18 13:37:00+00:00,2023-02-20 01:01:00+00:00,2023-02-24 22:54:00+00:00,24552,F,France,Provence-Alpes-Côte d'Azur,Salon-de-Provence
43149,62678,12195,2023-02-23 01:23:18+00:00,Processing,68.0,38.011999897658825,Intimates,Women,Everjune,Chemise - 100% Silk - Black with White lace,Processing,2023-02-23 03:00:00+00:00,,,34666,F,France,Centre-Val de Loire,Tendu
109337,158761,2139,2023-02-23 03:11:55+00:00,Processing,17.5,7.577500003390014,Fashion Hoodies & Sweatshirts,Women,FineBrandShop,Girls Purple Cotton Slub Zipper Hoodie Light Weight Jacket,Processing,2023-02-23 04:35:00+00:00,,,87378,F,France,Auvergne-Rhône-Alpes,Saint-Symphorien-d'Ozon
108446,157501,2643,2023-02-23 06:27:38+00:00,Processing,45.0,18.945000082603656,Active,Women,Champion,Champion Women's Absolute Workout Jacket,Processing,2023-02-20 09:31:00+00:00,,,86690,F,France,Normandie,Treis-Sants-en-Ouche
